Customer ID,Duration,Purchase Amount,Representative,Date of Call
C0159,92,0,R003,12-Jan-18
C0132,117,140,R007,5-Jan-18
C0173,134,140,R001,13-Oct-18
C0275,70,0,R006,6-Jun-18
C0036,75,105,R005,22-Nov-18
C0295,62,175,R006,4-Jul-18
C0034,43,150,R004,23-Nov-18
C0047,97,180,R004,29-Jun-18
C0284,113,0,R006,4-Nov-18
C0159,134,60,R003,6-Jul-18
C0088,81,60,R006,19-Feb-18
C0296,45,125,R007,8-Sep-18
C0097,95,140,R007,26-Jan-18
C0082,95,140,R003,18-Apr-18
C0037,115,0,R006,18-Jan-18
C0009,86,125,R004,15-Dec-18
C0284,100,195,R007,11-Oct-18
C0144,82,0,R007,30-Sep-18
C0233,99,180,R007,23-Nov-18
C0136,78,0,R005,18-Jan-18
C0232,107,145,R004,23-Sep-18
C0227,101,180,R001,15-Nov-18
C0003,62,165,R004,15-Nov-18
C0186,45,60,R006,26-Aug-18
C0267,81,0,R006,3-May-18
C0049,57,0,R002,27-Oct-18
C0230,83,120,R003,4-Mar-18
C0149,75,85,R003,11-Mar-18
C0003,47,115,R003,13-Sep-18
C0296,120,65,R002,22-Jul-18
C0104,77,175,R007,19-Sep-18
C0001,95,115,R003,22-Jan-18
C0097,59,0,R004,30-Mar-18
C0298,90,180,R006,28-Sep-18
C0096,75,145,R003,26-Dec-18
C0243,79,175,R001,15-Feb-18
C0129,127,125,R002,23-Dec-18
C0157,71,180,R005,17-Feb-18
C0189,83,170,R001,11-Jan-18
C0166,85,65,R002,8-Mar-18
C0280,113,150,R007,2-Sep-18
C0082,84,120,R002,24-May-18
C0255,123,190,R006,16-Feb-18
C0249,77,70,R005,22-Apr-18
C0198,96,130,R002,28-Mar-18
C0255,87,120,R004,30-Mar-18
C0044,114,0,R007,22-Jan-18
C0235,78,100,R002,10-Nov-18
C0220,83,155,R002,9-Dec-18
C0043,94,55,R005,19-Sep-18
C0091,98,60,R007,19-Jan-18
C0022,112,195,R006,1-Sep-18
C0059,115,140,R005,28-Apr-18
C0109,76,165,R005,24-Jun-18
C0216,123,100,R001,27-Apr-18
C0247,108,135,R006,18-Aug-18
C0053,113,110,R006,26-May-18
C0147,110,170,R006,25-May-18
C0175,73,190,R001,3-Mar-18
C0030,79,115,R007,27-Sep-18
C0189,111,0,R006,11-Jul-18
C0298,85,60,R004,14-Sep-18
C0144,83,185,R005,27-Jun-18
C0044,90,110,R007,15-Feb-18
C0193,85,115,R001,23-Nov-18
C0214,102,155,R002,18-Aug-18
C0231,97,50,R001,8-Aug-18
C0245,91,155,R001,5-Oct-18
C0071,77,125,R003,24-May-18
C0222,148,145,R006,5-Oct-18
C0200,103,160,R005,25-May-18
C0230,124,155,R005,1-Mar-18
C0173,73,165,R007,10-Feb-18
C0048,108,0,R005,8-Aug-18
C0116,67,170,R006,28-Jan-18
C0132,113,200,R007,9-Feb-18
C0197,94,190,R005,20-Dec-18
C0220,84,120,R004,12-Sep-18
C0119,72,120,R002,6-Jul-18
C0286,105,70,R001,29-Apr-18
C0247,89,110,R006,30-May-18
C0169,116,80,R003,4-Oct-18
C0231,70,0,R005,7-Jun-18
C0195,111,80,R006,28-Apr-18
C0274,77,0,R007,28-Jul-18
C0250,121,195,R002,3-Nov-18
C0098,79,75,R003,6-Jun-18
C0078,91,0,R002,9-Sep-18
C0085,65,50,R006,2-Aug-18
C0193,95,0,R005,3-Nov-18
C0254,98,150,R003,9-Jun-18
C0202,87,135,R006,1-Jan-18
C0018,111,135,R006,27-Sep-18
C0232,75,120,R004,7-Apr-18
C0159,114,60,R003,22-Jan-18
C0207,70,180,R004,23-Jun-18
C0269,112,95,R005,21-Mar-18
C0131,113,0,R006,12-Oct-18
C0082,81,125,R005,28-Jun-18
C0168,63,130,R003,21-Dec-18
C0201,68,155,R005,6-Jun-18
C0079,51,190,R002,22-Apr-18
C0186,69,165,R001,11-May-18
C0095,83,110,R001,2-Dec-18
C0012,97,135,R006,29-Aug-18
C0234,92,160,R007,5-Oct-18
C0053,85,70,R001,26-Aug-18
C0089,87,0,R002,30-Sep-18
C0193,94,145,R005,21-Apr-18
C0023,79,90,R004,23-Jun-18
C0190,98,100,R006,11-Jul-18
C0195,87,180,R007,8-Jun-18
C0215,59,0,R001,10-Aug-18
C0061,48,0,R003,27-Jan-18
C0151,83,145,R001,24-Aug-18
C0065,122,0,R004,22-Feb-18
C0170,69,185,R005,2-May-18
C0126,129,55,R001,15-Apr-18
C0102,99,0,R005,28-Jun-18
C0081,64,130,R006,25-Apr-18
C0045,76,105,R005,28-Nov-18
C0145,78,110,R003,22-Feb-18
C0233,84,0,R001,14-Apr-18
C0059,84,150,R006,12-Sep-18
C0030,76,0,R007,24-Nov-18
C0092,60,105,R004,27-Jul-18
C0189,60,195,R005,1-Nov-18
C0153,65,0,R005,7-Nov-18
C0122,91,85,R004,14-Nov-18
C0179,119,125,R004,24-Aug-18
C0008,96,0,R006,11-Jul-18
C0274,39,125,R004,17-Jun-18
C0026,85,175,R001,14-Dec-18
C0158,65,80,R002,27-Jul-18
C0223,93,0,R005,30-Dec-18
C0149,86,0,R001,27-Jul-18
C0027,99,190,R002,22-Apr-18
C0163,66,195,R006,16-Jun-18
C0191,111,0,R006,3-Mar-18
C0093,70,0,R005,14-Jul-18
C0181,67,65,R005,5-Jul-18
C0118,89,130,R006,13-Dec-18
C0272,114,0,R007,3-Mar-18
C0210,118,150,R001,1-Mar-18
C0108,65,135,R001,25-Aug-18
C0080,68,65,R002,15-Sep-18
C0292,79,170,R003,5-Feb-18
C0085,75,100,R006,29-Jul-18
C0075,72,0,R003,1-Jun-18
C0250,173,170,R004,5-Jul-18
C0029,71,0,R001,20-Dec-18
C0275,97,130,R004,15-Mar-18
C0081,103,115,R006,8-Feb-18
C0167,101,0,R007,18-Apr-18
C0283,96,0,R004,4-Apr-18
C0104,108,130,R002,25-Feb-18
C0231,87,70,R007,12-Dec-18
C0180,84,170,R001,24-Mar-18
C0082,60,165,R003,12-Apr-18
C0116,86,0,R002,8-Nov-18
C0159,117,65,R002,3-Nov-18
C0267,80,105,R003,10-Nov-18
C0094,71,135,R005,9-May-18
C0266,86,65,R006,11-Mar-18
C0090,111,185,R002,10-Oct-18
C0099,92,150,R003,4-Nov-18
C0188,73,140,R004,26-Jan-18
C0177,81,150,R006,11-May-18
C0157,99,115,R006,23-Aug-18
C0229,99,50,R003,7-Jan-18
C0091,86,0,R003,13-Apr-18
C0274,83,125,R005,21-Apr-18
C0294,114,110,R001,20-Jun-18
C0300,101,95,R004,29-Aug-18
C0037,93,0,R002,18-Jul-18
C0236,91,110,R002,10-Mar-18
C0070,85,120,R005,29-Sep-18
C0269,113,185,R003,13-May-18
C0056,88,50,R004,17-Nov-18
C0263,122,140,R006,15-Apr-18
C0155,69,185,R005,4-Nov-18
C0029,96,190,R001,23-Aug-18
C0188,126,200,R003,2-Mar-18
C0277,97,175,R005,5-Oct-18
C0229,115,170,R003,10-Aug-18
C0088,58,170,R005,18-Apr-18
C0215,96,175,R004,30-Aug-18
C0157,94,200,R007,14-Jan-18
C0252,117,75,R007,5-Oct-18
C0146,119,140,R005,17-Aug-18
C0054,107,195,R006,11-Jul-18
C0143,96,0,R004,25-Oct-18
C0173,113,165,R004,18-Feb-18
C0014,111,0,R006,11-Feb-18
C0208,83,95,R007,13-Jul-18
C0243,99,55,R002,12-Dec-18
C0026,77,140,R006,15-Dec-18
C0176,96,180,R001,8-Sep-18
C0296,105,140,R003,22-Mar-18
C0300,66,85,R004,30-Nov-18
C0253,111,180,R004,9-Dec-18
C0251,98,155,R005,27-Apr-18
C0142,92,0,R007,13-Oct-18
C0294,97,175,R006,10-May-18
C0138,120,130,R007,16-Mar-18
C0294,86,60,R003,20-Jul-18
C0179,67,0,R001,2-Feb-18
C0049,106,190,R003,13-May-18
C0019,69,110,R006,27-Sep-18
C0070,82,165,R004,9-May-18
C0263,119,70,R004,11-Jan-18
C0094,93,80,R006,25-Apr-18
C0161,78,55,R004,7-Mar-18
C0074,62,85,R003,29-Aug-18
C0262,85,65,R006,24-Mar-18
C0274,88,120,R007,4-Mar-18
C0266,106,185,R004,4-Apr-18
C0282,67,115,R002,16-Feb-18
C0242,81,130,R004,18-Jul-18
C0235,73,125,R001,2-Feb-18
C0081,48,0,R007,23-Aug-18
C0119,129,155,R007,7-Jun-18
C0026,77,150,R004,19-Sep-18
C0044,117,0,R003,31-Aug-18
C0115,115,145,R007,30-Dec-18
C0190,76,0,R003,22-Apr-18
C0034,75,140,R001,18-Mar-18
C0216,90,75,R001,6-Sep-18
C0071,89,85,R001,7-Jan-18
C0148,90,0,R002,29-Sep-18
C0040,74,0,R002,9-Dec-18
C0130,61,140,R005,13-Oct-18
C0248,103,0,R004,14-Jul-18
C0219,121,180,R001,7-Jun-18
C0017,97,175,R003,29-Jun-18
C0240,96,185,R006,25-Aug-18
C0170,88,165,R007,27-Jul-18
C0216,88,150,R006,23-May-18
C0073,124,0,R007,4-Oct-18
C0261,120,0,R004,26-May-18
C0234,80,190,R007,22-Jun-18
C0101,51,155,R004,20-May-18
C0048,87,50,R007,11-Apr-18
C0216,107,190,R007,29-Jul-18
C0264,101,105,R007,24-Aug-18
C0295,82,165,R001,6-May-18
C0181,60,0,R002,20-Sep-18
C0070,110,150,R007,29-Mar-18
C0085,119,55,R006,8-Feb-18
C0002,110,200,R007,29-Mar-18
C0295,98,165,R001,4-Mar-18
C0040,95,70,R004,11-Apr-18
C0193,80,180,R002,2-Mar-18
C0036,119,0,R006,11-Oct-18
C0127,106,190,R006,26-Jul-18
C0299,72,190,R006,28-Nov-18
C0295,96,160,R001,9-Sep-18
C0112,96,195,R001,22-Jan-18
C0011,76,0,R005,24-Feb-18
C0093,52,130,R002,30-Mar-18
C0228,96,65,R001,29-Nov-18
C0296,116,120,R001,18-Feb-18
C0256,115,170,R006,7-Dec-18
C0009,74,100,R003,28-Nov-18
C0127,123,0,R005,7-Sep-18
C0261,85,180,R004,6-Jan-18
C0099,83,195,R007,12-Feb-18
C0225,81,0,R001,15-Nov-18
C0232,101,95,R007,26-Dec-18
C0218,105,0,R006,13-Sep-18
C0080,61,55,R001,16-Aug-18
C0054,72,110,R004,5-Oct-18
C0094,74,140,R001,13-May-18
C0222,123,145,R001,24-May-18
C0019,104,130,R005,5-Jan-18
C0017,112,90,R005,10-Oct-18
C0016,108,90,R004,24-May-18
C0177,72,65,R006,14-Oct-18
C0150,135,0,R004,29-Aug-18
C0155,118,195,R006,1-Sep-18
C0068,102,90,R006,9-Feb-18
C0245,78,165,R001,10-Aug-18
C0287,60,0,R002,1-Jan-18
C0013,80,175,R002,14-Nov-18
C0252,87,0,R007,13-Sep-18
C0048,89,180,R003,14-Apr-18
C0007,90,85,R002,9-Aug-18
C0157,68,95,R003,29-Nov-18
C0001,72,160,R003,8-Aug-18
C0039,92,55,R002,17-Feb-18
C0117,78,75,R006,2-May-18
C0143,104,55,R002,12-Apr-18
C0055,118,0,R002,12-Feb-18
C0038,107,160,R006,28-Jun-18
C0080,54,90,R007,28-Apr-18
C0209,58,0,R006,22-Feb-18
C0186,132,105,R003,25-Aug-18
C0256,62,0,R005,22-Jul-18
C0054,116,0,R005,30-Nov-18
C0184,103,95,R005,1-Nov-18
C0195,108,130,R007,28-Oct-18
C0067,105,85,R003,9-Feb-18
C0279,99,195,R007,19-May-18
C0218,70,195,R006,13-Sep-18
C0260,146,0,R007,1-Jun-18
C0175,85,185,R002,8-Dec-18
C0156,113,140,R002,17-Aug-18
C0028,109,80,R004,15-Apr-18
C0059,86,145,R003,12-Sep-18
C0225,124,150,R002,14-Jun-18
C0288,81,140,R004,6-Jul-18
C0246,59,95,R006,8-Jul-18
C0298,52,55,R005,20-Oct-18
C0158,67,150,R004,23-Sep-18
C0270,128,190,R007,17-Nov-18
C0036,73,65,R006,6-Jun-18
C0029,86,100,R006,24-Aug-18
C0111,126,105,R003,28-Jun-18
C0275,111,95,R001,23-Dec-18
C0009,69,195,R007,23-Jun-18
C0126,69,65,R005,5-Aug-18
C0006,82,50,R007,25-Nov-18
C0276,107,0,R001,6-Jun-18
C0064,116,0,R003,29-Nov-18
C0159,65,105,R007,27-Dec-18
C0026,118,100,R004,14-Dec-18
C0024,86,80,R004,31-Oct-18
C0045,99,190,R002,3-May-18
C0069,67,0,R001,30-May-18
C0067,79,155,R004,9-Nov-18
C0056,130,0,R006,29-Mar-18
C0089,116,0,R005,3-Jun-18
C0220,96,105,R003,20-May-18
C0262,107,140,R004,2-Dec-18
C0215,121,0,R005,7-Dec-18
C0249,112,185,R005,7-Sep-18
C0262,96,0,R007,2-Jun-18
C0030,66,155,R004,4-Nov-18
C0101,102,0,R006,10-Mar-18
C0074,89,160,R005,22-Jan-18
C0244,83,155,R005,14-Nov-18
C0084,83,0,R001,1-Dec-18
C0103,52,185,R001,4-Nov-18
C0053,107,135,R003,12-May-18
C0246,85,150,R002,20-Dec-18
C0106,91,100,R007,8-Feb-18
C0076,107,200,R003,15-Sep-18
C0006,87,110,R001,19-Oct-18
C0218,75,110,R002,8-Jul-18
C0223,134,180,R004,13-Apr-18
C0070,109,115,R001,15-Dec-18
C0084,79,0,R004,1-Dec-18
C0299,117,0,R004,10-Feb-18
C0049,129,85,R003,30-Jun-18
C0229,70,170,R007,30-May-18
C0250,124,120,R002,6-Oct-18
C0131,72,160,R005,7-Jun-18
C0198,117,150,R004,15-Aug-18
C0115,81,180,R007,1-Jun-18
C0114,74,155,R006,1-Feb-18
C0004,85,110,R003,22-Sep-18
C0228,82,150,R007,24-Nov-18
C0261,102,105,R001,30-Aug-18
C0292,98,110,R006,28-Sep-18
C0272,79,55,R004,24-May-18
C0107,73,110,R006,29-Jul-18
C0162,86,55,R004,28-Apr-18
C0166,85,105,R001,28-Sep-18
C0006,70,185,R006,4-Apr-18
C0072,113,50,R002,8-Mar-18
C0224,67,90,R003,25-Aug-18
C0164,87,125,R001,26-Feb-18
C0004,59,110,R004,17-Nov-18
C0239,76,185,R006,26-Aug-18
C0168,66,0,R002,30-May-18
C0115,99,180,R001,9-Sep-18
C0006,62,170,R003,19-May-18
C0125,66,180,R001,1-Mar-18
C0133,99,170,R001,25-Apr-18
C0159,67,0,R003,9-Mar-18
C0248,112,130,R003,8-Jul-18
C0019,122,65,R004,6-Jul-18
C0268,127,0,R005,5-Jul-18
C0262,54,65,R004,8-Sep-18
C0153,61,0,R006,13-May-18
C0157,88,115,R006,21-Jan-18
C0164,95,200,R005,16-Mar-18
C0224,80,0,R003,25-Jul-18
C0034,85,190,R001,2-Sep-18
C0008,98,70,R003,16-Aug-18
C0088,96,140,R003,29-Apr-18
C0039,74,165,R001,1-Sep-18
C0214,88,70,R002,25-May-18
C0237,106,0,R004,27-Apr-18
C0263,134,0,R004,12-Oct-18
C0086,74,0,R006,9-Jun-18
C0230,110,95,R007,3-Nov-18
C0164,105,55,R002,27-Sep-18
C0146,99,190,R004,1-Sep-18
C0052,86,0,R003,1-Aug-18
C0116,73,140,R001,16-Sep-18
C0267,101,110,R001,17-Feb-18
C0164,96,165,R002,29-Dec-18
C0147,88,85,R004,25-Aug-18
C0030,92,95,R003,10-Oct-18
C0141,78,100,R002,14-Apr-18
C0156,119,0,R005,25-Nov-18
C0013,103,0,R001,13-Jan-18
C0270,64,160,R001,25-Mar-18
C0198,70,120,R004,2-Dec-18
C0220,106,90,R003,13-May-18
C0113,104,0,R002,16-Mar-18
C0253,88,110,R005,30-Aug-18
C0092,110,110,R001,28-Nov-18
C0152,62,0,R004,19-May-18
C0050,88,0,R003,18-Aug-18
C0282,66,80,R006,20-Jun-18
C0124,64,90,R004,30-Nov-18
C0125,78,0,R003,26-Jan-18
C0118,108,115,R005,2-Mar-18
C0096,80,195,R005,29-Mar-18
C0200,86,170,R005,11-Mar-18
C0274,66,170,R001,1-Sep-18
C0009,88,70,R003,21-Oct-18
C0044,112,0,R004,27-Sep-18
C0043,67,0,R007,27-Dec-18
C0022,90,150,R001,11-Jan-18
C0107,97,140,R001,7-Dec-18
C0086,100,145,R005,6-Jan-18
C0153,65,0,R006,1-Dec-18
C0164,102,95,R005,7-Apr-18
C0001,70,125,R004,15-Apr-18
C0286,80,195,R002,2-Aug-18
C0002,70,70,R006,4-Mar-18
C0015,98,55,R006,28-Jul-18
C0034,86,65,R003,30-Nov-18
C0056,112,145,R007,26-Feb-18
C0169,74,0,R003,1-Jun-18
C0258,87,170,R003,17-Nov-18
C0277,119,0,R001,17-Oct-18
C0258,112,170,R002,9-Mar-18
C0207,115,170,R001,20-Sep-18
C0120,72,50,R005,19-Sep-18
C0223,96,0,R005,3-May-18
C0116,73,140,R002,23-Dec-18
C0078,99,165,R004,1-Jul-18
C0280,94,125,R004,9-Aug-18
C0155,103,170,R003,14-Jan-18
C0113,61,80,R002,10-Aug-18
C0006,105,115,R001,26-Jul-18
C0073,83,160,R007,11-Mar-18
C0025,120,65,R004,1-Feb-18
C0109,76,0,R005,28-Jul-18
C0043,75,120,R006,22-Dec-18
C0085,89,70,R007,20-Apr-18
C0208,89,60,R003,28-Nov-18
C0069,70,0,R004,4-Apr-18
C0139,119,150,R007,14-Jan-18
C0078,120,80,R003,6-May-18
C0190,52,0,R003,22-Jan-18
C0027,58,190,R004,30-Nov-18
C0266,100,120,R002,20-Sep-18
C0296,112,50,R001,3-Nov-18
C0113,76,180,R002,12-Jul-18
C0061,101,0,R003,19-Oct-18
C0274,91,90,R002,11-May-18
C0198,118,70,R001,13-Sep-18
C0011,120,0,R003,6-Dec-18
C0141,90,200,R002,4-Oct-18
C0033,114,130,R005,12-Dec-18
C0063,124,105,R002,23-Dec-18
C0152,104,90,R002,11-Apr-18
C0193,87,0,R004,18-Aug-18
C0235,110,90,R002,7-Oct-18
C0139,80,200,R003,22-Aug-18
C0195,105,115,R003,1-Sep-18
C0131,80,175,R001,30-Dec-18
C0128,117,0,R004,24-Feb-18
C0255,93,195,R007,19-Sep-18
C0030,112,175,R005,8-Mar-18
C0157,111,160,R004,19-Sep-18
C0141,75,190,R003,18-Jan-18
C0282,69,115,R004,19-Sep-18
C0128,94,0,R002,23-Dec-18
C0298,83,190,R001,17-Aug-18
C0290,51,135,R007,15-Nov-18
C0219,53,155,R002,10-Aug-18
C0283,85,140,R001,20-Dec-18
C0072,100,50,R003,1-Jan-18
C0180,69,0,R003,11-Apr-18
C0169,61,185,R002,15-Sep-18
C0049,140,195,R005,29-Nov-18
C0210,69,195,R004,21-Jan-18
C0254,137,175,R002,28-Nov-18
C0164,103,0,R007,23-Aug-18
C0223,73,125,R006,14-Apr-18
C0062,119,105,R007,19-Jul-18
C0162,94,0,R003,7-Apr-18
C0219,118,95,R006,7-Dec-18
C0165,90,115,R004,6-Jun-18
C0159,70,75,R004,28-Oct-18
C0241,48,145,R006,6-Jan-18
C0054,95,165,R005,21-Sep-18
C0063,115,80,R006,17-Jun-18
C0047,70,80,R006,12-Jan-18
C0286,88,0,R001,10-Jun-18
C0212,80,180,R005,13-Dec-18
C0237,56,170,R006,23-Mar-18
C0278,86,85,R003,31-May-18
C0191,104,190,R007,19-Sep-18
C0217,83,130,R001,23-Nov-18
C0256,96,105,R005,23-Aug-18
C0191,121,190,R001,7-Apr-18
C0046,116,95,R006,4-Apr-18
C0179,61,75,R004,15-Jun-18
C0211,126,55,R002,26-Apr-18
C0174,106,145,R004,23-Mar-18
C0138,46,115,R002,28-Jun-18
C0282,74,0,R004,29-Jun-18
C0075,83,0,R002,29-Sep-18
C0002,58,110,R005,4-Apr-18
C0118,49,200,R005,14-Nov-18
C0181,104,0,R003,2-Aug-18
C0065,105,180,R001,5-Jan-18
C0171,114,200,R003,17-Jun-18
C0279,103,50,R003,9-Dec-18
C0192,78,110,R007,22-Jun-18
C0181,87,0,R007,22-Jun-18
C0095,80,105,R003,20-Sep-18
C0292,116,195,R005,26-Jan-18
C0043,73,150,R007,9-May-18
C0136,129,180,R001,10-Jun-18
C0033,136,160,R002,15-Jun-18
C0170,71,195,R001,26-Aug-18
C0206,94,170,R001,1-Mar-18
C0111,95,130,R005,26-Feb-18
C0173,99,70,R003,29-Jul-18
C0279,91,80,R007,1-Aug-18
C0062,54,75,R005,21-Mar-18
C0128,82,180,R001,27-Apr-18
C0186,109,175,R005,1-Mar-18
C0013,100,140,R003,27-Apr-18
C0272,109,125,R002,30-Nov-18
C0042,36,90,R003,9-Dec-18
C0273,105,160,R004,29-Sep-18
C0287,77,0,R003,29-Mar-18
C0153,93,75,R003,24-Jun-18
C0276,93,140,R001,31-Oct-18
C0104,106,55,R007,10-Jun-18
C0280,87,0,R004,5-Dec-18
C0298,85,145,R001,20-Sep-18
C0088,82,175,R006,22-Mar-18
C0235,96,115,R002,17-Feb-18
C0055,110,165,R006,13-Jul-18
C0160,101,195,R002,28-Apr-18
C0232,88,75,R002,14-Jul-18
C0121,102,160,R002,4-Feb-18
C0190,102,0,R003,28-Nov-18
C0073,85,190,R002,29-Dec-18
C0061,129,70,R003,5-Dec-18
C0290,92,105,R007,11-Jul-18
C0117,63,185,R007,3-Jun-18
C0130,102,80,R005,17-May-18
C0115,100,55,R001,25-Oct-18
C0097,88,175,R007,31-Oct-18
C0143,71,170,R006,8-Feb-18
C0112,89,70,R004,26-Apr-18
C0033,123,170,R001,19-May-18
C0188,85,130,R002,25-Mar-18
C0112,81,90,R004,23-Aug-18
C0067,95,170,R007,1-Jul-18
C0278,87,0,R004,26-Jan-18
C0149,49,200,R005,15-Jul-18
C0189,75,0,R007,11-Jul-18
C0155,64,0,R005,21-Sep-18
C0281,95,140,R004,7-Apr-18
C0104,65,160,R003,25-Feb-18
C0077,115,0,R006,27-Jul-18
C0017,89,115,R003,28-Nov-18
C0293,82,120,R007,19-Dec-18
C0037,87,0,R007,14-Jul-18
C0007,110,0,R005,11-Jan-18
C0074,124,140,R006,30-Dec-18
C0020,97,145,R001,1-Nov-18
C0080,91,90,R001,20-Apr-18
C0072,116,190,R005,19-May-18
C0093,121,140,R001,2-Sep-18
C0028,96,90,R006,11-Nov-18
C0237,100,150,R003,30-Mar-18
C0008,67,110,R006,18-Aug-18
C0142,122,180,R005,6-Jan-18
C0080,110,75,R006,25-Mar-18
C0224,82,130,R003,11-Aug-18
C0040,66,170,R004,26-Dec-18
C0106,115,0,R004,7-Jan-18
C0073,72,150,R003,2-Dec-18
C0203,98,55,R006,30-Nov-18
C0119,85,100,R005,11-Oct-18
C0299,92,0,R004,10-Feb-18
C0038,130,0,R003,18-Jan-18
C0173,81,165,R005,14-Mar-18
C0273,87,165,R001,30-Sep-18
C0016,66,180,R004,3-Mar-18
C0025,127,195,R003,9-Jun-18
C0300,68,175,R004,27-Dec-18
C0007,72,0,R006,18-May-18
C0268,124,110,R006,16-Nov-18
C0221,90,0,R001,1-Aug-18
C0150,44,95,R006,1-Aug-18
C0020,85,100,R003,13-Sep-18
C0299,92,80,R003,2-Aug-18
C0122,103,180,R003,14-Jun-18
C0286,108,185,R002,1-Nov-18
C0043,59,170,R004,28-Oct-18
C0094,86,200,R001,31-Oct-18
C0239,89,0,R001,7-Jan-18
C0047,86,105,R005,28-Apr-18
C0243,70,150,R007,22-Nov-18
C0138,90,180,R005,26-Dec-18
C0216,80,165,R004,5-Jan-18
C0202,79,185,R004,25-Mar-18
C0125,56,165,R002,18-Jan-18
C0142,104,145,R006,5-Feb-18
C0002,95,90,R001,26-Jul-18
C0179,82,85,R005,9-Aug-18
C0208,113,180,R007,11-Aug-18
C0098,100,120,R004,8-Feb-18
C0108,76,195,R001,23-Nov-18
C0069,97,0,R004,28-Apr-18
C0049,74,65,R001,3-May-18
C0268,96,55,R001,7-Mar-18
C0237,79,50,R001,16-Aug-18
C0025,95,190,R005,24-Feb-18
C0107,94,0,R003,16-Aug-18
C0114,64,195,R006,4-Aug-18
C0077,61,160,R002,22-Sep-18
C0036,99,200,R004,11-Aug-18
C0131,66,125,R002,5-Jul-18
C0236,85,120,R005,4-Apr-18
C0256,100,200,R001,26-Aug-18
C0235,99,80,R007,26-Aug-18
C0020,83,165,R004,9-Jun-18
C0288,71,195,R004,3-May-18
C0114,83,155,R001,16-Jun-18
C0130,60,195,R004,9-Aug-18
C0052,93,65,R007,22-Mar-18
C0044,104,60,R002,8-Jun-18
C0236,110,125,R002,27-Dec-18
C0120,126,115,R003,15-Dec-18
C0188,75,175,R004,19-Oct-18
C0237,101,90,R007,25-Jul-18
C0123,79,0,R007,1-Aug-18
C0256,92,60,R004,30-Aug-18
C0227,71,140,R007,19-Oct-18
C0281,71,75,R002,23-Mar-18
C0163,79,115,R003,20-Jan-18
C0083,119,120,R002,15-Sep-18
C0116,84,130,R003,22-Dec-18
C0054,107,110,R007,2-Mar-18
C0188,114,180,R002,2-Aug-18
C0038,97,0,R003,23-Sep-18
C0245,91,180,R004,20-Jun-18
C0187,113,125,R001,19-Aug-18
C0191,113,180,R005,6-Jan-18
C0272,103,80,R007,18-Jul-18
C0214,101,185,R005,16-Jun-18
C0228,34,75,R005,21-Jan-18
C0187,116,0,R005,7-Jun-18
C0160,61,115,R002,18-Apr-18
C0081,97,100,R007,11-Mar-18
C0267,93,120,R006,12-Aug-18
C0300,97,50,R003,20-Jan-18
C0009,77,0,R003,28-Apr-18
C0164,108,180,R001,28-Feb-18
