Customer ID,Duration,Purchase Amount,Representative,Date of Call
C0039,87,145,R002,3-Jun-18
C0129,135,60,R002,26-May-18
C0078,57,95,R005,6-May-18
C0060,66,0,R003,26-Jul-18
C0275,80,75,R003,14-Jun-18
C0126,64,0,R004,12-Sep-18
C0006,95,170,R004,20-Apr-18
C0267,56,160,R007,17-Aug-18
C0016,45,140,R005,15-Apr-18
C0038,100,125,R006,19-Feb-18
C0075,121,0,R003,20-Jan-18
C0060,65,0,R004,14-Oct-18
C0137,97,195,R004,20-Sep-18
C0259,57,90,R007,9-Mar-18
C0291,61,60,R004,5-May-18
C0013,103,105,R003,8-Nov-18
C0018,120,0,R003,11-Aug-18
C0285,90,170,R001,4-May-18
C0148,81,0,R001,15-Apr-18
C0296,105,0,R003,25-Mar-18
C0165,76,165,R006,19-Apr-18
C0130,115,65,R007,3-Nov-18
C0234,79,140,R005,11-Jan-18
C0033,107,85,R002,11-Feb-18
C0244,137,100,R001,8-Sep-18
C0012,80,180,R004,30-Mar-18
C0268,64,65,R003,9-May-18
C0211,86,120,R003,19-Apr-18
C0054,104,75,R004,22-Nov-18
C0224,118,95,R003,28-Feb-18
C0031,52,140,R005,28-Nov-18
C0149,100,75,R001,28-Nov-18
C0092,66,105,R007,28-Nov-18
C0116,84,185,R007,6-Dec-18
C0203,104,125,R003,5-Jan-18
C0181,76,0,R003,12-Aug-18
C0153,84,125,R005,31-Mar-18
C0046,97,130,R003,23-Mar-18
C0297,111,50,R004,14-Dec-18
C0125,95,140,R003,4-Apr-18
C0266,94,65,R001,6-Sep-18
C0204,74,80,R005,30-Nov-18
C0164,87,0,R007,5-Feb-18
C0173,83,0,R004,9-Sep-18
C0026,97,190,R003,13-Jan-18
C0276,109,0,R002,1-Nov-18
C0056,83,0,R007,15-Aug-18
C0072,99,60,R002,18-Jul-18
C0269,94,65,R004,26-Aug-18
C0154,73,0,R005,14-Apr-18
C0014,127,0,R003,10-Oct-18
C0244,92,185,R004,13-Dec-18
C0273,97,90,R007,5-Dec-18
C0120,99,65,R006,13-Jan-18
C0153,95,185,R006,18-Mar-18
C0059,105,155,R007,26-Apr-18
C0049,80,165,R007,18-Nov-18
C0097,67,115,R002,24-May-18
C0080,109,180,R004,5-Jan-18
C0252,128,120,R004,11-Jul-18
C0216,89,55,R002,2-Mar-18
C0110,110,55,R005,28-Apr-18
C0109,90,185,R001,7-Dec-18
C0023,68,65,R003,11-Apr-18
C0290,65,170,R006,22-Mar-18
C0044,70,135,R001,12-Apr-18
C0188,103,0,R001,23-Jun-18
C0062,108,115,R007,20-Jun-18
C0252,98,0,R001,15-Jan-18
C0002,79,110,R003,24-Mar-18
C0201,84,180,R003,15-Dec-18
C0112,87,0,R005,20-Oct-18
C0297,93,0,R007,23-Mar-18
C0269,86,65,R007,16-Dec-18
C0226,79,180,R005,7-Sep-18
C0182,68,70,R001,6-Sep-18
C0243,104,0,R004,12-Sep-18
C0245,91,95,R007,16-Nov-18
C0244,90,90,R001,30-Sep-18
C0274,96,120,R004,10-May-18
C0084,90,0,R007,9-Jun-18
C0076,106,185,R001,6-Jul-18
C0207,119,125,R004,20-Jun-18
C0045,89,50,R005,5-Jan-18
C0077,107,170,R007,28-Jun-18
C0154,96,0,R003,23-May-18
C0111,62,180,R001,29-Apr-18
C0117,87,110,R004,27-Oct-18
C0242,105,130,R005,1-Sep-18
C0038,55,100,R007,2-Sep-18
C0064,80,125,R007,5-May-18
C0084,102,195,R006,4-Nov-18
C0247,76,190,R001,11-Feb-18
C0291,76,140,R005,19-Feb-18
C0207,97,80,R007,16-May-18
C0164,75,0,R002,21-Dec-18
C0032,110,80,R003,25-Oct-18
C0207,96,0,R003,1-Mar-18
C0169,64,140,R002,26-Aug-18
C0005,82,195,R002,13-Oct-18
C0295,63,100,R001,14-Oct-18
C0227,113,165,R001,2-Sep-18
C0278,76,65,R004,16-Mar-18
C0026,74,120,R006,16-Dec-18
C0184,77,75,R002,7-Mar-18
C0116,123,50,R003,13-Oct-18
C0061,72,0,R005,29-Apr-18
C0221,113,160,R002,10-Oct-18
C0131,61,115,R001,25-Oct-18
C0071,82,65,R002,16-Mar-18
C0053,97,0,R002,19-Dec-18
C0270,69,55,R005,13-Apr-18
C0057,61,0,R007,19-Jan-18
C0111,51,135,R005,13-Jul-18
C0211,75,50,R001,23-Nov-18
C0251,97,155,R007,14-Jul-18
C0292,93,125,R007,28-Jul-18
C0155,99,50,R007,8-Dec-18
C0080,99,0,R003,2-Sep-18
C0220,102,145,R003,15-Jan-18
C0188,122,195,R005,27-Jan-18
C0077,87,0,R005,27-Apr-18
C0129,102,0,R001,4-Nov-18
C0260,96,130,R005,10-May-18
C0093,85,0,R007,22-Nov-18
C0085,106,195,R002,4-Mar-18
C0117,96,160,R006,5-Apr-18
C0059,98,50,R006,8-Feb-18
C0138,86,115,R006,6-Jul-18
C0126,103,100,R001,7-Jun-18
C0138,64,200,R006,24-Aug-18
C0120,86,0,R003,9-Dec-18
C0108,103,170,R002,24-May-18
C0231,90,165,R006,25-Feb-18
C0094,47,0,R007,3-Mar-18
C0065,118,60,R005,17-Aug-18
C0125,104,95,R003,19-Apr-18
C0227,52,130,R007,6-Apr-18
C0212,77,0,R007,16-May-18
C0231,115,150,R001,10-Jun-18
C0089,107,150,R003,16-Sep-18
C0106,82,65,R002,25-Nov-18
C0241,64,160,R003,8-Jun-18
C0028,95,105,R002,14-Nov-18
C0113,94,125,R001,27-Oct-18
C0183,116,115,R001,26-Jan-18
C0124,74,140,R005,30-Aug-18
C0265,115,0,R004,5-May-18
C0209,129,0,R005,3-Oct-18
C0284,90,50,R007,9-Nov-18
C0031,78,65,R002,8-Aug-18
C0019,76,0,R001,16-Dec-18
C0193,129,65,R007,23-Dec-18
C0139,105,0,R007,20-May-18
C0085,94,185,R006,22-Aug-18
C0050,111,0,R003,4-Feb-18
C0008,94,0,R006,24-Jun-18
C0169,52,65,R004,3-Mar-18
C0040,82,90,R002,8-Sep-18
C0061,101,175,R003,3-Jun-18
C0178,105,0,R001,15-Jul-18
C0268,95,115,R003,5-Aug-18
C0052,104,170,R002,7-Sep-18
C0102,95,165,R002,3-Jun-18
C0045,76,55,R002,9-Mar-18
C0206,73,0,R006,6-Sep-18
C0210,88,170,R006,19-Oct-18
C0258,68,65,R007,11-Apr-18
C0114,142,0,R007,14-Sep-18
C0259,106,110,R004,2-Feb-18
C0080,104,150,R005,3-Aug-18
C0198,107,0,R005,13-Sep-18
C0147,89,175,R003,7-Jun-18
C0090,134,115,R002,8-Apr-18
C0202,109,110,R004,17-May-18
C0274,87,105,R006,14-Apr-18
C0275,102,135,R004,1-Apr-18
C0050,75,95,R004,11-Aug-18
C0282,92,110,R007,17-Mar-18
C0058,104,200,R001,27-Jan-18
C0239,99,90,R001,28-Oct-18
C0143,50,0,R007,11-Jul-18
C0205,96,0,R005,25-Nov-18
C0283,74,190,R004,16-Dec-18
C0039,106,170,R003,7-Jan-18
C0020,74,190,R004,23-Mar-18
C0068,131,95,R007,29-Apr-18
C0011,89,185,R005,6-Jun-18
C0126,76,110,R001,26-May-18
C0069,84,60,R006,1-Jan-18
C0281,105,90,R006,8-Dec-18
C0120,99,0,R002,2-Feb-18
C0295,96,55,R004,23-Dec-18
C0251,105,195,R005,6-Apr-18
C0134,112,155,R007,25-Oct-18
C0023,95,60,R005,14-Nov-18
C0028,88,60,R001,30-Mar-18
C0236,99,155,R007,26-Feb-18
C0137,88,135,R002,5-Dec-18
C0247,72,195,R002,18-Aug-18
C0215,103,130,R001,19-Apr-18
C0141,74,0,R001,22-Aug-18
C0287,53,125,R004,22-Feb-18
C0294,94,120,R003,12-Jan-18
C0041,132,190,R004,25-Aug-18
C0119,72,120,R004,29-Jul-18
C0185,123,60,R001,29-Jul-18
C0284,84,60,R002,24-Feb-18
C0280,68,80,R002,21-Jan-18
C0197,76,120,R001,6-Jun-18
C0198,94,135,R007,15-Jun-18
C0110,124,90,R001,12-Oct-18
C0186,112,70,R003,5-Oct-18
C0129,68,75,R003,31-Aug-18
C0150,88,180,R004,22-Jul-18
C0285,127,75,R006,3-Nov-18
C0045,77,155,R007,15-Apr-18
C0062,113,125,R005,15-Mar-18
C0159,127,50,R006,21-Oct-18
C0093,100,100,R002,22-Nov-18
C0291,94,175,R003,14-Dec-18
C0127,84,200,R001,1-Mar-18
C0268,112,120,R005,1-Dec-18
C0027,108,170,R005,21-Nov-18
C0197,129,0,R005,14-Apr-18
C0267,66,190,R005,2-Sep-18
C0129,90,0,R003,15-Nov-18
C0073,96,195,R004,4-Feb-18
C0226,96,105,R001,27-May-18
C0286,106,175,R003,9-Sep-18
C0116,67,125,R006,15-Jul-18
C0083,112,145,R003,24-Mar-18
C0080,94,140,R002,24-Nov-18
C0236,75,140,R004,6-Jun-18
C0079,107,0,R004,3-Mar-18
C0037,77,140,R001,26-Sep-18
C0300,91,155,R003,13-Jun-18
C0190,71,125,R006,7-Jun-18
C0171,60,150,R001,5-Dec-18
C0269,68,195,R006,9-May-18
C0143,58,75,R003,14-Jan-18
C0123,111,140,R001,23-Nov-18
C0121,82,80,R007,11-Nov-18
C0078,103,80,R001,24-Aug-18
C0140,83,0,R005,15-Jun-18
C0202,73,0,R001,28-Feb-18
C0249,110,0,R001,7-Sep-18
C0199,93,115,R003,18-Aug-18
C0257,95,95,R005,25-Mar-18
C0170,127,55,R006,21-Mar-18
C0146,77,130,R004,25-Feb-18
C0145,80,170,R002,1-Aug-18
C0173,83,175,R002,24-Mar-18
C0254,78,160,R003,5-Jan-18
C0135,50,55,R007,25-Nov-18
C0108,74,190,R002,20-Jan-18
C0172,101,105,R001,4-Mar-18
C0286,85,190,R006,23-May-18
C0190,49,130,R002,14-Jun-18
C0117,69,0,R002,16-Dec-18
C0224,96,110,R004,16-Mar-18
C0094,92,175,R006,5-Sep-18
C0158,85,175,R005,18-Mar-18
C0001,102,105,R001,4-Jan-18
C0187,69,190,R001,14-Jun-18
C0281,80,0,R004,30-Dec-18
C0225,101,120,R006,19-Jul-18
C0147,95,60,R004,16-Dec-18
C0034,68,55,R007,26-May-18
C0047,36,85,R002,18-Aug-18
C0241,61,195,R003,18-Mar-18
C0077,66,100,R007,9-Feb-18
C0188,89,190,R002,23-Aug-18
C0171,78,130,R005,31-May-18
C0297,69,140,R004,22-Mar-18
C0231,76,0,R006,19-Sep-18
C0158,89,0,R003,29-Mar-18
C0244,122,65,R006,5-Apr-18
C0010,128,140,R005,20-Dec-18
C0047,93,170,R001,1-Jan-18
C0005,74,160,R006,21-Jan-18
C0259,118,185,R007,7-Jan-18
C0154,110,125,R004,1-Jul-18
C0113,67,140,R002,1-Jun-18
C0234,76,90,R005,11-Oct-18
C0100,97,50,R005,15-Dec-18
C0262,82,190,R005,19-Jan-18
C0088,82,175,R001,10-Oct-18
C0016,57,50,R004,21-Nov-18
C0053,132,60,R005,11-Oct-18
C0054,109,170,R003,6-May-18
C0054,82,145,R007,14-Jun-18
C0021,97,165,R002,7-Dec-18
C0033,130,55,R003,18-Aug-18
C0284,89,90,R005,20-Oct-18
C0275,78,195,R007,19-Apr-18
C0118,92,155,R004,19-May-18
C0218,59,0,R007,6-May-18
C0266,85,0,R001,7-Jun-18
C0151,62,160,R006,26-Feb-18
C0177,66,0,R005,11-Oct-18
C0209,117,55,R004,23-Aug-18
C0227,97,55,R004,18-Aug-18
C0264,106,150,R001,26-Sep-18
C0097,100,140,R007,15-Jan-18
C0073,97,145,R005,13-Jun-18
C0049,76,160,R004,5-Aug-18
C0199,79,175,R007,18-Mar-18
C0272,77,105,R005,31-May-18
C0086,118,0,R002,30-Nov-18
C0109,72,175,R005,26-Jan-18
C0287,82,190,R001,15-Sep-18
C0229,85,75,R007,17-May-18
C0112,69,0,R006,9-Dec-18
C0191,78,95,R002,15-Nov-18
C0078,77,60,R003,14-Sep-18
C0022,113,75,R007,30-Nov-18
C0169,107,95,R007,25-Jul-18
C0216,116,0,R002,21-Mar-18
C0204,94,155,R002,10-Nov-18
C0270,122,135,R001,18-Nov-18
C0136,79,0,R006,12-Oct-18
C0111,93,70,R001,12-Apr-18
C0178,86,100,R004,28-Nov-18
C0008,102,0,R004,26-Oct-18
C0206,85,65,R001,7-Dec-18
C0130,94,80,R006,12-Feb-18
C0170,109,70,R007,1-Aug-18
C0177,88,0,R001,8-Nov-18
C0046,112,0,R003,6-Jan-18
C0126,93,0,R003,18-Jul-18
C0267,95,0,R005,15-Feb-18
C0061,59,0,R001,28-Sep-18
C0083,72,105,R003,16-Jun-18
C0163,109,95,R007,28-Feb-18
C0239,115,160,R001,5-May-18
C0147,99,90,R003,12-Aug-18
C0242,73,0,R005,30-May-18
C0106,103,200,R003,15-Feb-18
C0100,93,150,R003,22-Sep-18
C0191,91,140,R004,27-Jun-18
C0158,105,145,R003,5-Aug-18
C0154,91,160,R004,12-Sep-18
C0230,86,0,R006,4-Jul-18
C0037,70,170,R005,15-Mar-18
C0118,82,100,R003,27-Dec-18
C0061,134,65,R003,25-Aug-18
C0244,75,70,R006,26-Aug-18
C0158,125,80,R002,12-Jul-18
C0151,102,105,R001,27-Dec-18
C0224,109,65,R007,11-Nov-18
C0078,108,105,R003,5-May-18
C0004,70,0,R003,6-Sep-18
C0085,110,115,R003,23-May-18
C0147,53,95,R003,6-Oct-18
C0113,97,180,R004,25-Feb-18
C0262,101,0,R007,1-Dec-18
C0268,116,155,R004,12-Jul-18
C0212,83,180,R007,1-Jun-18
C0096,78,65,R005,11-Mar-18
C0057,77,55,R007,17-May-18
C0282,67,150,R007,13-Jul-18
C0189,89,70,R004,6-May-18
C0293,91,60,R007,17-May-18
C0242,89,130,R003,1-Apr-18
C0094,89,50,R003,20-Jan-18
C0195,90,80,R005,2-Sep-18
C0142,80,150,R005,31-May-18
C0146,44,145,R004,5-Jul-18
C0215,90,0,R003,23-Mar-18
C0292,76,140,R003,16-Sep-18
C0072,100,95,R007,26-Jul-18
C0243,113,0,R001,28-Dec-18
C0292,80,140,R003,15-Jun-18
C0093,74,125,R006,11-Jan-18
C0036,107,0,R003,15-Jan-18
C0053,103,170,R001,22-Apr-18
C0147,71,50,R003,28-Feb-18
C0075,82,175,R002,4-Jul-18
C0021,80,80,R004,7-Nov-18
C0157,104,75,R004,5-Jul-18
C0282,73,0,R002,27-Apr-18
C0046,100,100,R002,16-Mar-18
C0036,70,85,R006,4-Jan-18
C0129,90,180,R003,16-Feb-18
C0043,120,65,R007,7-Jul-18
C0092,86,120,R006,19-Jan-18
C0020,77,85,R006,8-Nov-18
C0005,137,0,R004,20-Jan-18
C0168,90,115,R005,30-Sep-18
C0161,91,55,R004,22-Dec-18
C0062,96,0,R002,22-Jun-18
C0221,123,90,R004,14-Mar-18
C0011,64,175,R004,16-Feb-18
C0132,94,0,R001,26-May-18
C0152,73,80,R002,27-Jan-18
C0133,55,105,R003,20-May-18
C0095,108,55,R002,22-Dec-18
C0293,97,165,R003,4-Jul-18
C0238,100,55,R002,5-Jul-18
C0037,93,0,R003,7-Jul-18
C0205,95,0,R006,16-May-18
C0130,115,65,R002,15-Jul-18
C0248,102,180,R007,11-Jan-18
C0011,103,70,R004,21-Jul-18
C0145,96,85,R007,22-Jun-18
C0269,60,150,R004,16-Nov-18
C0086,107,100,R001,21-Oct-18
C0131,129,95,R007,22-Mar-18
C0173,86,200,R003,5-May-18
C0019,67,55,R002,8-Jun-18
C0126,91,165,R007,11-Oct-18
C0121,106,105,R005,30-Dec-18
C0165,120,195,R003,23-Dec-18
C0074,120,140,R006,16-Feb-18
C0027,103,95,R003,17-Jun-18
C0259,115,55,R006,27-Jul-18
C0190,54,130,R001,26-Aug-18
C0235,71,190,R002,19-Sep-18
C0133,101,65,R006,20-Oct-18
C0175,105,0,R007,27-Oct-18
C0007,93,115,R007,16-Dec-18
C0033,105,130,R003,25-Nov-18
C0171,68,0,R007,5-Feb-18
C0208,56,100,R002,13-Jun-18
C0099,101,200,R002,4-Oct-18
C0218,108,130,R002,6-Jun-18
C0059,119,0,R002,23-Jun-18
C0289,102,0,R002,11-Aug-18
C0010,73,135,R006,6-Jan-18
C0286,100,0,R002,8-Nov-18
C0041,91,0,R002,28-Jan-18
C0139,103,90,R001,12-Oct-18
C0049,78,100,R005,7-Jan-18
C0177,98,175,R005,22-Feb-18
C0297,99,60,R001,20-Jan-18
C0036,98,165,R007,24-Mar-18
C0042,55,95,R004,15-Nov-18
C0199,109,90,R001,9-Sep-18
C0281,104,0,R002,21-Jul-18
C0195,80,180,R004,7-Jan-18
C0197,116,120,R007,20-Apr-18
C0215,103,100,R002,19-Sep-18
C0218,86,65,R003,12-Sep-18
C0108,80,70,R005,8-Jan-18
C0078,64,185,R007,14-Sep-18
C0242,161,170,R002,4-Apr-18
C0155,114,100,R004,22-Jan-18
C0006,85,170,R003,21-Mar-18
C0285,98,150,R001,24-Feb-18
C0230,91,180,R006,24-Feb-18
C0011,88,125,R005,27-Sep-18
C0237,85,170,R007,28-Oct-18
C0206,96,75,R005,10-Jun-18
C0241,76,175,R004,22-Jul-18
C0162,110,155,R005,28-Apr-18
C0010,85,105,R001,6-Apr-18
C0273,73,100,R002,20-Jan-18
C0095,106,70,R005,27-Dec-18
C0146,114,100,R003,26-Feb-18
C0025,104,165,R003,22-Nov-18
C0001,96,155,R001,27-Jun-18
C0029,96,150,R007,9-Dec-18
C0008,114,175,R005,23-Jun-18
C0031,103,125,R007,8-Apr-18
C0246,83,70,R007,26-Jul-18
C0197,136,180,R001,29-Mar-18
C0107,89,140,R001,7-Nov-18
C0061,100,200,R006,11-Jul-18
C0092,75,150,R001,21-Jan-18
C0153,69,130,R007,13-Jul-18
C0079,107,0,R006,28-Sep-18
C0132,106,0,R006,31-Mar-18
C0173,99,175,R006,30-Jun-18
C0060,117,0,R006,25-May-18
C0105,92,190,R004,3-Feb-18
C0031,82,115,R007,3-Aug-18
C0185,83,115,R002,15-Mar-18
C0174,109,160,R001,5-Dec-18
C0178,103,190,R006,30-Sep-18
C0148,81,0,R007,8-Jan-18
C0004,116,110,R007,5-Jan-18
C0128,77,0,R006,12-Aug-18
C0121,87,0,R001,4-Jan-18
C0076,97,95,R006,26-Aug-18
C0231,115,195,R006,11-Aug-18
C0123,54,195,R001,19-May-18
C0152,90,0,R004,19-Oct-18
C0015,107,200,R004,24-Jun-18
C0227,72,75,R002,22-Apr-18
C0001,96,55,R003,1-Feb-18
C0054,99,0,R007,5-Jan-18
C0105,84,200,R007,23-Sep-18
C0264,72,170,R004,4-Feb-18
C0029,110,110,R007,30-Sep-18
C0082,106,0,R007,2-Dec-18
C0013,100,120,R003,1-Jan-18
C0286,106,160,R003,8-Sep-18
C0159,108,80,R007,13-Oct-18
C0033,77,80,R007,12-May-18
C0188,68,50,R006,27-Jun-18
C0225,132,140,R007,23-Feb-18
C0194,86,150,R002,11-May-18
C0185,77,0,R001,20-Oct-18
C0131,95,90,R001,7-Dec-18
C0218,82,165,R004,10-Oct-18
C0172,75,60,R001,7-Jul-18
C0050,148,125,R006,5-Jan-18
C0026,97,140,R003,20-Apr-18
C0154,131,105,R005,6-Sep-18
C0039,119,130,R002,1-Dec-18
C0096,74,200,R006,20-Jun-18
C0234,75,130,R002,10-Mar-18
C0211,96,185,R007,15-Apr-18
C0049,105,100,R002,21-Jun-18
C0100,65,55,R003,6-May-18
C0142,73,150,R004,14-Jun-18
C0099,134,0,R001,18-Nov-18
C0055,84,60,R003,7-Mar-18
C0221,85,180,R005,27-May-18
C0039,111,0,R001,20-Jun-18
C0214,92,105,R006,6-Jul-18
C0207,61,50,R006,30-Jun-18
C0120,109,160,R005,28-Mar-18
C0067,79,140,R006,19-Apr-18
C0099,56,145,R006,17-Jun-18
C0073,88,0,R002,25-Feb-18
C0271,120,55,R007,9-Dec-18
C0091,92,80,R007,28-Nov-18
C0096,82,120,R007,30-Sep-18
C0215,79,120,R006,27-May-18
C0147,55,115,R006,6-Jun-18
C0041,88,190,R001,8-Jun-18
C0295,91,0,R003,5-May-18
C0140,93,80,R004,28-Apr-18
C0029,108,180,R005,17-Aug-18
C0144,106,55,R004,16-Sep-18
C0013,88,0,R004,23-Mar-18
C0066,79,0,R005,24-Mar-18
C0048,88,0,R003,14-Mar-18
C0205,114,75,R003,7-Oct-18
C0190,110,110,R001,20-Dec-18
C0043,96,115,R007,11-Nov-18
C0109,107,145,R003,4-Aug-18
C0161,92,55,R001,8-Sep-18
C0075,121,180,R003,28-Nov-18
C0098,81,130,R003,21-Apr-18
C0015,79,95,R002,26-Apr-18
C0242,90,200,R004,1-Mar-18
C0274,112,0,R002,18-Apr-18
C0215,98,200,R004,14-Sep-18
C0191,47,175,R004,1-Feb-18
C0263,90,150,R001,21-Dec-18
C0125,73,0,R003,2-Sep-18
C0270,97,55,R005,2-Aug-18
C0179,80,0,R002,29-Sep-18
C0149,97,80,R004,3-May-18
C0197,86,200,R007,26-Dec-18
C0112,68,140,R001,27-Jun-18
C0129,91,135,R003,13-Dec-18
C0008,52,150,R007,24-Oct-18
C0051,74,0,R007,27-Sep-18
C0168,96,175,R005,16-Nov-18
C0167,109,120,R001,5-Apr-18
C0259,147,185,R004,28-Oct-18
C0002,103,0,R001,28-Dec-18
C0296,142,70,R006,16-Jun-18
C0233,86,145,R007,16-Jun-18
C0035,108,180,R005,26-Jan-18
C0227,77,125,R007,7-Mar-18
C0173,54,175,R006,6-Jan-18
C0080,94,190,R006,7-Apr-18
C0090,87,50,R005,27-Jun-18
C0253,82,155,R001,29-Mar-18
C0245,118,75,R003,8-Sep-18
C0184,101,135,R003,12-Sep-18
C0156,74,55,R006,9-Nov-18
C0232,90,200,R003,24-Mar-18
C0056,82,55,R007,13-Oct-18
C0270,65,0,R003,1-Apr-18
C0286,89,145,R003,14-Apr-18
C0022,90,0,R001,15-Jul-18
C0225,103,160,R005,13-Dec-18
C0226,105,100,R006,9-Nov-18
C0035,97,0,R007,22-Sep-18
C0158,107,70,R003,22-Jun-18
C0137,80,160,R007,20-Jan-18
C0224,98,0,R005,23-Sep-18
C0149,101,185,R002,1-Mar-18
C0155,102,115,R003,4-Nov-18
C0013,61,70,R006,24-Feb-18
C0233,110,60,R006,19-Jul-18
C0017,100,80,R004,10-Mar-18
C0144,84,0,R005,14-Mar-18
C0018,102,170,R005,11-Apr-18
C0298,84,145,R005,14-Dec-18
C0292,77,195,R001,12-Feb-18
C0077,100,50,R001,23-Nov-18
C0142,94,0,R003,1-Feb-18
C0257,58,185,R004,5-May-18
C0277,96,120,R005,21-Mar-18
C0269,65,80,R004,22-Dec-18
C0259,74,175,R005,30-May-18
C0231,70,115,R004,9-Feb-18
C0006,107,0,R001,15-Apr-18
C0143,48,0,R005,17-Oct-18
C0236,73,100,R007,24-May-18
C0285,103,0,R007,5-Dec-18
C0290,96,60,R005,8-Dec-18
C0108,73,60,R003,29-Nov-18
C0164,85,0,R001,6-Jun-18
C0109,80,85,R005,25-Mar-18
C0234,71,90,R004,15-Feb-18
C0103,100,135,R004,18-Apr-18
C0100,106,90,R001,15-Sep-18
C0261,78,80,R003,27-Jan-18
C0284,67,145,R002,14-Oct-18
C0008,73,155,R003,31-Mar-18
C0226,106,0,R004,21-Apr-18
C0149,72,200,R006,10-May-18
C0057,79,80,R002,19-Dec-18
C0205,71,0,R003,22-Jun-18
C0205,105,160,R001,3-Aug-18
C0124,101,190,R004,1-Sep-18
C0036,102,95,R001,7-Dec-18
C0148,69,170,R003,13-Dec-18
C0121,130,70,R006,9-Sep-18
C0251,96,165,R003,24-Nov-18
C0191,86,155,R002,8-Jan-18
C0137,88,0,R005,13-Jun-18
C0095,85,90,R002,20-Jun-18
C0050,93,150,R004,26-Dec-18
C0110,63,95,R004,13-Apr-18
C0059,81,100,R007,14-Jan-18
C0247,104,165,R004,8-Jun-18
C0011,84,65,R002,16-Mar-18
C0191,101,175,R002,23-Feb-18
C0129,64,80,R007,29-Jun-18
C0242,99,75,R006,14-Sep-18
C0259,73,0,R006,15-Jun-18
C0236,63,155,R007,4-Jul-18
C0018,94,65,R005,23-Dec-18
C0270,121,0,R004,1-Jun-18
C0027,81,105,R004,6-Jan-18
C0082,104,85,R004,18-Apr-18
C0294,87,175,R002,27-Dec-18
C0182,107,0,R007,3-Nov-18
C0008,87,60,R002,11-Aug-18
C0269,95,140,R001,5-Oct-18
C0292,102,180,R002,11-Jan-18
C0240,79,0,R001,24-Nov-18
C0275,92,0,R003,31-Oct-18
C0240,89,100,R003,11-Mar-18
C0189,96,130,R006,12-Oct-18
C0171,79,55,R006,27-Dec-18
C0275,134,0,R002,14-Jun-18
C0157,74,140,R006,23-May-18
C0260,117,0,R007,9-Sep-18
C0179,62,195,R005,27-Jul-18
C0036,65,0,R005,11-Jul-18
C0287,120,80,R006,19-Jan-18
C0078,106,95,R005,11-Jan-18
C0057,119,95,R006,5-May-18
C0165,117,75,R001,29-Sep-18
C0163,68,0,R003,21-Oct-18
C0267,103,55,R004,30-Aug-18
C0014,93,0,R003,23-Aug-18
C0150,79,95,R003,5-Jul-18
C0122,93,170,R005,4-Nov-18
C0279,100,110,R002,1-Jul-18
C0227,68,155,R003,12-Apr-18
C0253,106,0,R001,6-Jul-18
C0245,108,70,R006,11-Oct-18
C0047,71,50,R002,24-May-18
C0203,100,50,R001,17-Nov-18
C0051,94,170,R001,5-Feb-18
