Customer ID,Duration,Purchase Amount,Representative,Date of Call
C0186,85,110,R005,11-Nov-18
C0162,50,85,R007,10-Aug-18
C0084,88,115,R007,16-Dec-18
C0029,102,65,R001,16-Feb-18
C0252,79,145,R006,18-Nov-18
C0088,105,185,R006,30-Sep-18
C0285,110,100,R002,16-Mar-18
C0069,83,105,R005,27-Jan-18
C0074,86,170,R006,24-Mar-18
C0298,87,50,R001,29-Jan-18
C0051,76,0,R003,8-Aug-18
C0227,122,105,R002,20-Jan-18
C0227,84,65,R001,28-Dec-18
C0197,71,85,R002,30-Aug-18
C0283,100,125,R001,1-Mar-18
C0198,80,85,R005,24-Jun-18
C0260,97,0,R003,18-Apr-18
C0235,97,155,R005,18-May-18
C0002,95,130,R006,9-Mar-18
C0117,97,200,R007,13-Jul-18
C0216,157,170,R002,31-Mar-18
C0214,63,0,R004,21-Sep-18
C0193,85,170,R002,6-Dec-18
C0139,112,140,R001,7-Apr-18
C0104,66,190,R006,1-Aug-18
C0251,114,115,R001,7-Jun-18
C0244,106,85,R003,1-Jan-18
C0291,107,200,R007,8-Aug-18
C0056,82,190,R002,10-May-18
C0140,56,115,R002,27-Jul-18
C0050,93,180,R003,5-Feb-18
C0152,72,80,R005,29-Mar-18
C0238,78,145,R003,16-Mar-18
C0126,75,185,R007,13-Jun-18
C0192,94,0,R007,16-Dec-18
C0264,100,0,R003,26-Apr-18
C0220,90,130,R005,16-Nov-18
C0088,113,115,R002,6-Dec-18
C0052,129,165,R003,27-Sep-18
C0106,109,165,R002,20-May-18
C0185,102,180,R004,28-Jun-18
C0050,79,95,R005,8-Apr-18
C0243,127,180,R003,14-Jun-18
C0003,75,55,R003,13-May-18
C0037,90,200,R001,27-Jan-18
C0146,48,150,R002,9-Nov-18
C0083,131,85,R004,12-Sep-18
C0079,86,0,R002,3-Jun-18
C0215,79,105,R006,11-May-18
C0093,90,125,R003,13-Jul-18
C0006,88,90,R005,1-Jul-18
C0139,102,155,R002,22-Sep-18
C0182,67,165,R005,28-Jan-18
C0230,98,105,R007,30-Nov-18
C0282,85,90,R002,16-Dec-18
C0152,103,115,R006,23-Nov-18
C0111,93,150,R006,22-Jan-18
C0104,135,150,R005,19-Jul-18
C0113,101,170,R004,17-Oct-18
C0200,56,105,R002,7-Sep-18
C0044,62,50,R006,16-Sep-18
C0014,137,160,R006,17-Jun-18
C0033,117,125,R001,16-Dec-18
C0073,92,0,R001,5-Oct-18
C0194,96,160,R006,2-Aug-18
C0003,95,195,R004,28-Feb-18
C0183,108,180,R003,4-Aug-18
C0022,68,60,R004,1-Jun-18
C0267,87,75,R006,26-Jul-18
C0234,64,0,R003,19-Feb-18
C0057,90,175,R001,2-Sep-18
C0015,96,70,R006,15-Dec-18
C0159,66,0,R005,20-Jan-18
C0071,118,155,R005,24-Nov-18
C0261,79,175,R007,15-Feb-18
C0135,54,175,R001,4-Jan-18
C0136,93,0,R005,20-Dec-18
C0083,67,70,R006,4-Oct-18
C0037,92,135,R007,14-Oct-18
C0182,117,85,R002,11-May-18
C0170,100,160,R007,6-Jul-18
C0043,86,0,R004,25-Aug-18
C0219,72,0,R004,13-Jun-18
C0159,62,190,R003,4-Nov-18
C0116,110,200,R001,5-Aug-18
C0179,107,175,R003,19-Feb-18
C0163,50,95,R005,7-Dec-18
C0213,124,195,R001,23-Feb-18
C0180,123,0,R003,8-Jul-18
C0147,131,165,R001,13-Jan-18
C0258,111,110,R005,27-Dec-18
C0239,75,115,R001,30-Aug-18
C0067,98,0,R001,17-Jun-18
C0121,119,0,R006,18-Feb-18
C0072,78,0,R005,28-Oct-18
C0269,107,90,R003,22-Aug-18
C0117,86,80,R003,9-May-18
C0169,74,110,R005,21-Sep-18
C0063,86,190,R004,17-Oct-18
C0214,137,0,R007,5-Dec-18
C0202,67,170,R002,2-Sep-18
C0227,76,160,R007,2-Mar-18
C0046,89,50,R007,16-Sep-18
C0026,88,150,R005,8-Jun-18
C0195,88,70,R003,30-Aug-18
C0287,107,0,R005,1-Feb-18
C0154,55,165,R007,30-Aug-18
C0026,102,55,R005,13-Jan-18
C0079,72,190,R002,24-Aug-18
C0140,86,115,R007,4-Feb-18
C0177,98,155,R004,26-Feb-18
C0064,74,150,R003,21-Apr-18
C0248,73,65,R007,17-Oct-18
C0004,46,0,R006,1-Jul-18
C0228,98,105,R007,22-Aug-18
C0026,132,125,R005,1-Feb-18
C0234,100,50,R004,25-Aug-18
C0117,82,0,R007,21-Apr-18
C0163,106,65,R005,13-Apr-18
C0266,53,50,R002,21-Jan-18
C0122,109,150,R001,9-May-18
C0047,139,0,R002,29-Nov-18
C0072,98,80,R005,11-Feb-18
C0161,120,0,R003,14-Mar-18
C0021,84,120,R001,11-May-18
C0165,64,65,R002,11-Oct-18
C0134,93,0,R007,22-Jan-18
C0086,92,80,R006,17-Mar-18
C0098,90,80,R007,12-May-18
C0217,78,60,R006,14-Apr-18
C0060,105,195,R006,21-Jun-18
C0293,120,155,R006,14-Nov-18
C0038,94,95,R004,7-Dec-18
C0131,82,0,R001,19-Apr-18
C0023,94,115,R005,10-Mar-18
C0232,103,145,R001,3-Oct-18
C0274,127,0,R001,31-Aug-18
C0271,76,0,R002,9-Aug-18
C0006,99,160,R006,28-Jul-18
C0076,117,65,R005,5-Jan-18
C0185,123,60,R003,21-Sep-18
C0122,76,0,R004,25-Apr-18
C0166,113,195,R003,10-Aug-18
C0102,102,115,R005,21-Dec-18
C0295,79,195,R002,28-Jun-18
C0109,61,130,R004,1-Jun-18
C0286,80,95,R003,17-Nov-18
C0288,81,0,R005,22-Mar-18
C0139,110,110,R007,1-Mar-18
C0277,89,95,R001,19-Sep-18
C0183,90,55,R006,30-Nov-18
C0090,72,115,R005,14-Oct-18
C0024,119,60,R001,20-Dec-18
C0127,107,50,R006,21-Nov-18
C0139,90,70,R001,10-May-18
C0169,102,165,R007,16-Sep-18
C0255,106,0,R002,28-Jul-18
C0075,42,70,R004,4-Jul-18
C0148,71,75,R006,21-Mar-18
C0293,67,125,R004,16-Jun-18
C0026,100,150,R006,6-Jul-18
C0121,129,0,R003,12-Aug-18
C0210,93,105,R007,9-Dec-18
C0132,99,165,R001,13-Dec-18
C0284,97,110,R002,15-Dec-18
C0242,116,180,R004,6-Jan-18
C0190,48,0,R006,19-May-18
C0149,113,0,R003,9-Sep-18
C0059,71,135,R001,30-May-18
C0023,112,70,R005,23-Sep-18
C0251,99,110,R001,4-Nov-18
C0271,84,140,R004,31-Oct-18
C0277,79,90,R005,13-Oct-18
C0239,76,155,R004,25-Feb-18
C0039,111,115,R004,7-Dec-18
C0030,100,65,R001,27-May-18
C0187,64,120,R003,8-Nov-18
C0112,90,130,R003,19-Jan-18
C0067,100,155,R003,15-Jan-18
C0107,94,145,R005,19-Oct-18
C0129,86,60,R006,12-Oct-18
C0163,77,90,R006,16-Dec-18
C0138,94,175,R001,23-Jun-18
C0125,109,0,R005,28-Jun-18
C0260,122,200,R006,24-Jun-18
C0171,66,50,R002,23-Sep-18
C0239,104,50,R003,12-Dec-18
C0129,92,105,R003,11-May-18
C0062,68,115,R006,12-Apr-18
C0014,96,0,R003,24-May-18
C0257,107,105,R003,14-Sep-18
C0096,38,140,R003,13-Dec-18
C0216,103,110,R004,21-Apr-18
C0255,68,135,R007,28-Jan-18
C0002,97,70,R003,26-Apr-18
C0275,112,90,R001,4-Jul-18
C0207,65,145,R001,20-Sep-18
C0051,73,115,R002,7-Mar-18
C0037,115,50,R005,18-Nov-18
C0128,71,125,R002,25-Jan-18
C0002,97,80,R005,27-May-18
C0116,115,0,R001,23-Sep-18
C0139,92,175,R005,19-May-18
C0154,116,165,R006,1-Sep-18
C0102,113,85,R005,30-Sep-18
C0180,70,0,R002,18-Jul-18
C0001,93,0,R006,5-Jul-18
C0188,112,0,R007,28-Dec-18
C0003,76,200,R005,17-Feb-18
C0053,104,120,R004,11-Jul-18
C0211,65,0,R007,20-Dec-18
C0253,55,185,R004,1-Jul-18
C0161,92,175,R001,29-Jan-18
C0190,85,115,R004,16-May-18
C0189,66,190,R002,4-Apr-18
C0268,63,95,R004,20-Jul-18
C0210,116,0,R001,18-Nov-18
C0028,130,80,R006,12-May-18
C0283,99,160,R006,4-Jul-18
C0242,84,100,R002,23-Nov-18
C0253,74,105,R007,12-Apr-18
C0094,61,100,R006,18-Apr-18
C0158,93,0,R004,16-Aug-18
C0197,84,175,R006,21-Mar-18
C0119,81,50,R007,14-Oct-18
C0137,93,0,R002,8-Jul-18
C0126,75,165,R003,29-Dec-18
C0212,102,180,R001,2-Jun-18
C0070,91,115,R004,29-Jun-18
C0036,106,130,R004,6-Apr-18
C0212,102,130,R001,14-Oct-18
C0216,79,165,R007,2-Jun-18
C0131,126,130,R001,27-Jan-18
C0254,92,105,R004,22-Aug-18
C0186,97,70,R001,16-Mar-18
C0158,129,60,R002,6-Jan-18
C0181,98,110,R007,2-Aug-18
C0139,83,190,R006,23-Aug-18
C0234,70,50,R005,17-Mar-18
C0043,82,60,R007,1-Dec-18
C0212,79,135,R002,10-Jun-18
C0228,85,125,R004,22-Jun-18
C0220,100,105,R007,18-Feb-18
C0158,85,185,R005,29-Dec-18
C0137,94,115,R006,22-Aug-18
C0185,92,115,R005,2-May-18
C0166,81,0,R002,13-Apr-18
C0107,112,195,R005,20-Jun-18
C0151,83,0,R006,16-Aug-18
C0243,73,130,R005,28-Jun-18
C0249,79,95,R003,7-Jan-18
C0169,94,0,R001,11-Mar-18
C0274,74,75,R007,13-May-18
C0155,85,125,R005,12-Jul-18
C0060,101,150,R007,28-Jun-18
C0021,85,80,R007,21-Oct-18
C0128,100,185,R005,12-Feb-18
C0289,106,80,R001,23-Dec-18
C0054,74,75,R005,14-Sep-18
C0072,90,160,R003,25-Jul-18
C0018,106,80,R002,5-Jul-18
C0033,95,0,R006,1-Nov-18
C0044,94,95,R002,1-Jul-18
C0144,129,105,R004,19-Sep-18
C0124,94,200,R004,21-Jul-18
C0035,140,0,R006,6-Jul-18
C0149,59,130,R004,13-Apr-18
C0151,93,75,R005,18-Oct-18
C0250,47,130,R002,30-Jun-18
C0299,114,60,R005,15-Feb-18
C0115,70,150,R004,16-Dec-18
C0280,76,200,R005,15-Feb-18
C0134,88,115,R003,5-Dec-18
C0086,121,175,R005,28-Jul-18
C0024,86,0,R001,5-May-18
C0198,101,0,R006,27-Jul-18
C0091,75,190,R005,9-Feb-18
C0195,90,65,R005,17-May-18
C0155,93,195,R003,17-Aug-18
C0226,58,150,R004,20-Apr-18
C0220,110,195,R002,5-Apr-18
C0112,82,70,R001,11-Oct-18
C0001,57,145,R005,20-Apr-18
C0226,84,0,R002,3-Aug-18
C0012,44,95,R002,20-Jan-18
C0233,91,165,R007,29-Sep-18
C0214,69,115,R007,10-Aug-18
C0209,91,150,R001,8-Jul-18
C0235,102,130,R002,14-Nov-18
C0177,109,145,R004,3-Aug-18
C0243,102,85,R002,6-Apr-18
C0192,95,135,R005,26-Sep-18
C0190,58,0,R003,12-May-18
C0136,91,50,R002,3-Nov-18
C0151,94,155,R001,30-Jun-18
C0117,69,200,R001,19-Oct-18
C0177,80,0,R007,17-Jun-18
C0102,89,160,R004,2-Sep-18
C0114,96,0,R002,15-Jul-18
C0273,129,95,R001,26-Apr-18
C0100,71,180,R006,11-Aug-18
C0252,130,0,R007,6-Jul-18
C0158,81,70,R007,29-Apr-18
C0239,90,165,R006,27-Dec-18
C0292,90,60,R002,10-Feb-18
C0174,96,135,R005,28-Jul-18
C0228,101,165,R001,13-May-18
C0153,100,75,R004,9-Aug-18
C0188,70,55,R006,14-Jul-18
C0042,59,160,R004,4-May-18
C0160,123,195,R002,23-Dec-18
C0002,97,90,R003,29-Jul-18
C0100,86,150,R002,26-Sep-18
C0269,98,0,R006,7-Jul-18
C0207,91,135,R005,11-Jul-18
C0098,55,170,R002,29-Mar-18
C0144,68,105,R001,13-Sep-18
C0005,110,110,R004,8-Jun-18
C0171,87,80,R006,19-Sep-18
C0199,76,80,R002,7-Sep-18
C0239,114,150,R004,12-May-18
C0112,82,150,R006,4-Mar-18
C0056,80,110,R006,23-Dec-18
C0245,97,135,R003,4-Feb-18
C0095,98,155,R002,9-Dec-18
C0228,58,190,R004,12-Aug-18
C0219,94,0,R001,15-Dec-18
C0211,104,165,R001,8-Apr-18
C0159,93,145,R004,6-Oct-18
C0019,77,0,R001,4-Nov-18
C0183,45,0,R003,9-Sep-18
C0042,109,0,R004,28-Sep-18
C0100,72,0,R002,9-May-18
C0282,73,155,R007,7-Dec-18
C0125,87,135,R001,26-Jan-18
C0054,102,50,R002,16-Dec-18
C0100,61,0,R001,25-Aug-18
C0215,68,70,R007,7-Jan-18
C0137,91,135,R006,22-Aug-18
C0278,156,155,R002,29-Mar-18
C0242,106,175,R003,26-Aug-18
C0049,103,135,R005,29-Aug-18
C0107,62,175,R003,9-Dec-18
C0191,85,0,R003,17-Oct-18
C0035,90,50,R003,15-Jul-18
C0140,81,165,R001,22-Apr-18
C0161,91,75,R007,21-Oct-18
C0041,112,0,R004,14-Dec-18
C0278,103,85,R007,30-Nov-18
C0048,68,130,R005,7-Apr-18
C0084,61,200,R004,13-Sep-18
C0290,104,155,R006,13-Oct-18
C0244,86,0,R002,17-Nov-18
C0197,75,165,R002,11-Jul-18
C0266,58,160,R006,7-Mar-18
C0041,51,0,R002,21-Oct-18
C0003,65,170,R002,17-May-18
C0261,104,150,R004,9-Sep-18
C0067,67,110,R003,17-May-18
C0247,82,0,R003,1-Mar-18
C0202,70,165,R007,30-May-18
C0219,85,135,R006,7-Jul-18
C0215,60,0,R001,8-Jul-18
C0146,98,180,R005,16-Jun-18
C0264,76,0,R003,21-Sep-18
C0088,70,190,R006,18-Jul-18
C0205,73,0,R007,25-Nov-18
C0293,93,90,R003,12-Oct-18
C0063,83,100,R001,3-Mar-18
C0046,95,135,R007,4-Aug-18
C0246,74,65,R004,22-Feb-18
C0023,89,0,R004,10-Nov-18
C0282,120,95,R001,22-Apr-18
C0102,73,0,R001,21-Jul-18
C0073,80,0,R002,18-Apr-18
C0191,134,155,R007,28-Jun-18
C0029,121,195,R001,29-Mar-18
C0102,56,125,R003,9-Nov-18
C0146,67,0,R005,22-Dec-18
C0009,103,200,R007,12-Jan-18
C0022,103,95,R006,31-Oct-18
C0165,88,0,R006,14-Mar-18
C0122,77,0,R002,18-Jul-18
C0058,92,135,R003,12-Dec-18
C0018,92,55,R005,16-Mar-18
C0265,87,0,R006,10-Nov-18
C0152,78,85,R002,15-Jul-18
C0089,98,125,R004,25-May-18
C0096,74,90,R002,31-Mar-18
C0221,71,120,R003,8-Sep-18
C0097,126,190,R003,30-Mar-18
C0184,78,65,R004,23-Aug-18
C0030,60,190,R005,12-Feb-18
C0045,64,100,R001,30-Dec-18
C0173,83,125,R006,17-Aug-18
C0072,79,0,R005,1-Nov-18
C0021,138,0,R005,10-May-18
C0261,94,85,R005,19-Jan-18
C0006,88,150,R003,12-Jan-18
C0134,103,65,R003,10-Jun-18
C0275,113,145,R003,5-May-18
C0016,115,115,R005,12-May-18
C0287,90,50,R002,20-Sep-18
C0100,111,190,R006,15-Jul-18
C0267,82,65,R006,25-Nov-18
C0294,94,195,R005,20-Jun-18
C0199,97,190,R002,7-Nov-18
C0099,89,165,R007,29-Jun-18
C0119,87,50,R006,4-Oct-18
C0189,85,140,R002,18-Aug-18
C0273,84,130,R005,17-Feb-18
C0091,127,160,R004,1-Mar-18
C0099,94,50,R005,14-Nov-18
C0156,89,170,R004,29-Mar-18
C0271,31,80,R001,19-Oct-18
C0177,110,0,R002,31-May-18
C0035,90,0,R003,29-Aug-18
C0107,93,55,R002,2-Sep-18
C0088,103,0,R007,5-Apr-18
C0071,82,120,R004,21-Jul-18
C0258,95,110,R001,17-Nov-18
C0128,83,70,R005,21-Sep-18
C0067,90,175,R004,4-Jul-18
C0108,82,105,R001,8-Sep-18
C0041,81,130,R005,6-Jun-18
C0228,101,75,R007,18-Oct-18
C0054,64,195,R002,14-Dec-18
C0054,87,115,R004,20-Jul-18
C0266,127,125,R001,12-Oct-18
C0136,89,60,R005,1-Feb-18
C0053,57,130,R007,30-Nov-18
C0100,101,70,R006,7-Jun-18
C0064,61,100,R005,10-Aug-18
C0205,105,180,R004,17-Nov-18
C0022,102,0,R002,30-Mar-18
C0031,67,160,R005,8-Jun-18
C0133,97,65,R003,27-Sep-18
C0280,78,155,R007,1-Jul-18
C0202,103,130,R002,4-Feb-18
C0185,87,0,R001,30-Jun-18
C0145,78,75,R002,20-Jun-18
C0196,87,60,R003,5-May-18
C0057,76,190,R002,21-Jun-18
C0082,110,185,R005,12-Feb-18
C0041,69,0,R006,16-May-18
C0011,104,195,R006,5-Apr-18
C0125,105,185,R002,8-Dec-18
C0101,97,70,R001,15-Jan-18
C0177,128,80,R005,31-Oct-18
C0204,85,195,R003,12-Apr-18
C0259,108,90,R003,6-Apr-18
C0014,72,110,R001,18-Mar-18
C0093,95,0,R003,22-Aug-18
C0206,127,65,R003,27-Jul-18
C0163,49,0,R003,30-May-18
C0140,83,180,R003,31-Mar-18
C0172,65,175,R002,29-Mar-18
C0156,107,145,R003,19-Oct-18
C0127,62,95,R006,18-Feb-18
C0189,100,120,R001,19-May-18
C0099,67,0,R004,13-Jun-18
C0280,70,140,R005,7-Nov-18
C0216,101,0,R003,28-Dec-18
C0266,131,0,R007,9-Nov-18
C0152,80,65,R006,9-May-18
C0164,133,195,R006,13-Oct-18
C0051,90,85,R001,29-Nov-18
C0158,104,65,R002,2-May-18
C0036,102,115,R003,19-Dec-18
C0191,85,175,R002,14-Jun-18
C0220,80,135,R004,8-Nov-18
C0134,111,75,R001,19-Aug-18
C0178,98,65,R003,7-Apr-18
C0159,78,55,R002,3-Mar-18
C0130,105,200,R006,19-Aug-18
C0235,82,130,R001,13-Jul-18
C0009,78,135,R004,30-Nov-18
C0264,61,0,R005,30-Mar-18
C0171,102,130,R006,28-Nov-18
C0091,119,0,R005,9-Dec-18
C0225,78,140,R004,23-Sep-18
C0289,97,75,R002,17-Nov-18
C0085,124,0,R002,9-Dec-18
C0175,84,0,R001,23-May-18
C0160,95,165,R007,9-May-18
C0257,74,65,R004,24-Mar-18
C0034,82,80,R001,7-Mar-18
C0158,116,0,R007,17-Feb-18
C0060,120,155,R002,6-Oct-18
C0017,73,165,R003,23-Mar-18
C0002,102,0,R006,1-Jul-18
C0151,90,105,R006,19-Apr-18
C0019,108,170,R002,27-Oct-18
C0279,105,100,R007,14-Sep-18
C0056,79,185,R003,1-Apr-18
C0138,111,0,R005,15-Apr-18
C0016,100,85,R001,10-Jun-18
C0257,100,170,R006,6-Apr-18
C0207,67,180,R005,14-Jun-18
C0152,69,175,R001,26-Aug-18
C0216,116,185,R006,8-Jun-18
C0015,84,175,R007,16-Nov-18
C0015,109,165,R006,15-Nov-18
C0106,91,125,R005,28-Feb-18
C0011,66,140,R001,3-Jun-18
C0290,103,0,R007,5-Jan-18
C0121,101,185,R003,22-Nov-18
C0066,67,110,R001,26-Sep-18
C0014,97,180,R004,8-Jul-18
C0191,86,115,R001,22-Aug-18
C0159,88,0,R002,28-Nov-18
C0261,107,145,R003,21-Mar-18
C0300,94,185,R003,30-Sep-18
C0259,77,125,R003,5-Dec-18
C0053,77,135,R006,1-Sep-18
C0205,72,150,R003,16-Nov-18
C0095,93,145,R004,29-Dec-18
C0162,79,0,R001,10-Oct-18
C0192,94,100,R004,19-Sep-18
C0272,81,0,R001,13-Jan-18
C0212,79,160,R007,19-Dec-18
C0238,85,140,R002,19-Jan-18
C0021,70,140,R001,15-Aug-18
C0215,81,190,R004,3-Mar-18
C0253,113,110,R002,11-Jul-18
C0165,105,160,R004,10-Oct-18
C0263,126,0,R006,2-Mar-18
C0259,67,95,R007,26-Jan-18
C0007,61,110,R005,16-Sep-18
C0169,87,70,R004,19-Jan-18
C0001,125,125,R004,26-Feb-18
C0088,71,150,R004,8-Sep-18
C0112,77,55,R004,29-Jul-18
C0068,87,115,R003,17-Mar-18
C0207,102,190,R006,6-Jan-18
C0087,70,95,R004,23-Dec-18
C0082,89,175,R003,21-Sep-18
C0219,97,170,R002,31-Mar-18
C0116,84,0,R002,23-Jun-18
C0043,109,135,R002,4-Mar-18
C0265,91,50,R001,25-Mar-18
C0052,105,135,R003,18-Mar-18
C0009,76,80,R005,13-May-18
C0084,104,80,R004,29-Jul-18
C0295,92,70,R005,18-Jul-18
C0297,121,165,R004,25-Nov-18
C0017,105,115,R007,22-Apr-18
C0127,126,0,R005,12-May-18
C0174,73,0,R001,4-Feb-18
C0292,82,105,R005,28-Nov-18
C0204,67,0,R006,15-Jul-18
C0177,86,175,R003,20-Jan-18
C0043,63,135,R001,7-Apr-18
C0109,113,190,R003,1-Jun-18
C0024,88,70,R004,29-Aug-18
C0087,80,170,R006,9-Sep-18
C0209,103,140,R002,8-Jan-18
C0132,114,165,R002,2-Dec-18
C0234,68,0,R002,25-Jul-18
C0145,89,105,R003,14-Dec-18
C0124,101,0,R007,17-Oct-18
C0278,77,75,R004,6-Apr-18
C0149,61,55,R006,25-Oct-18
C0030,110,0,R005,27-Sep-18
C0027,88,0,R003,2-Dec-18
C0162,76,55,R005,6-Oct-18
C0208,83,100,R003,7-Dec-18
C0235,96,55,R006,16-Dec-18
C0290,85,0,R003,3-Jun-18
C0053,98,160,R002,7-Jul-18
C0044,90,90,R003,9-Mar-18
C0266,59,170,R002,24-Oct-18
C0031,77,0,R003,15-Aug-18
C0260,115,195,R007,23-Dec-18
C0190,108,65,R002,24-May-18
C0119,106,60,R001,23-Sep-18
C0238,90,110,R007,9-Feb-18
C0060,108,190,R001,17-Aug-18
C0261,97,180,R005,2-Dec-18
C0228,53,195,R006,20-Jun-18
C0175,75,135,R005,25-Jan-18
C0033,98,0,R004,11-Apr-18
C0197,90,125,R006,8-Mar-18
C0093,87,120,R002,1-Mar-18
C0258,90,190,R004,22-Dec-18
C0086,48,165,R005,16-Aug-18
C0208,117,0,R004,23-Aug-18
C0264,89,0,R003,12-Apr-18
C0019,96,0,R002,10-Oct-18
C0245,77,65,R002,27-Jun-18
C0152,68,130,R002,14-Jul-18
C0279,77,105,R006,28-Oct-18
C0107,113,85,R002,12-Sep-18
C0085,74,195,R005,10-Feb-18
C0012,92,125,R007,11-Mar-18
C0194,68,140,R006,29-Aug-18
C0008,48,0,R002,25-May-18
C0001,104,195,R004,19-May-18
C0042,92,170,R005,14-Jul-18
C0059,53,60,R003,25-Jan-18
C0137,73,60,R003,3-Feb-18
C0014,117,50,R007,24-Jun-18
C0170,57,200,R002,24-Nov-18
C0124,71,190,R003,26-Aug-18
C0276,96,50,R002,26-Jan-18
C0059,95,140,R004,10-Oct-18
C0262,75,70,R006,11-Oct-18
C0263,94,110,R006,22-Feb-18
C0285,100,105,R003,8-Feb-18
C0073,98,130,R002,21-Jul-18
C0207,80,140,R007,20-Sep-18
C0118,69,165,R006,8-Mar-18
C0104,102,95,R004,29-Mar-18
C0124,91,185,R002,14-Nov-18
C0150,75,50,R002,4-Nov-18
C0166,87,165,R001,15-Sep-18
C0241,111,0,R004,9-Mar-18
C0175,77,0,R006,9-Jun-18
C0078,113,0,R003,17-Feb-18
C0206,83,55,R007,14-Jan-18
C0217,94,60,R001,7-Oct-18
C0261,94,195,R007,12-Jan-18
C0205,71,90,R005,14-Jun-18
C0188,60,0,R005,23-Sep-18
C0297,69,0,R003,1-Mar-18
C0167,99,0,R002,18-Jan-18
C0193,95,185,R006,4-Oct-18
C0299,93,70,R002,23-Dec-18
C0062,39,0,R004,24-Jun-18
C0087,118,75,R001,25-Nov-18
C0003,92,65,R003,3-Nov-18
C0204,118,140,R001,4-Apr-18
C0296,53,185,R007,26-Dec-18
C0176,93,110,R004,2-May-18
C0232,92,195,R006,1-Jun-18
C0017,92,80,R004,26-Jan-18
C0047,78,100,R005,31-Oct-18
C0121,114,115,R002,23-Feb-18
C0026,118,160,R006,28-Jan-18
C0001,77,140,R002,14-Dec-18
C0082,66,140,R005,10-Feb-18
C0023,104,0,R006,15-Mar-18
C0194,93,170,R006,19-Sep-18
C0147,121,115,R004,22-Aug-18
C0091,68,50,R005,7-Jan-18
C0274,97,190,R002,28-Feb-18
C0262,66,95,R007,1-Sep-18
C0040,65,70,R001,11-Oct-18
C0147,113,170,R004,23-Nov-18
C0276,76,0,R002,14-Nov-18
C0300,83,75,R007,25-Nov-18
C0263,69,90,R006,13-Jul-18
C0136,91,170,R003,8-Sep-18
C0114,103,0,R001,18-May-18
C0175,91,50,R002,30-Dec-18
C0072,65,70,R003,10-May-18
C0121,69,200,R005,24-Jun-18
C0066,107,195,R004,1-Jun-18
C0293,132,170,R006,18-Feb-18
C0226,101,125,R004,21-Jun-18
C0153,55,55,R002,29-Apr-18
C0221,86,115,R006,12-Oct-18
C0278,98,160,R006,12-Oct-18
C0080,104,55,R002,12-Feb-18
C0097,93,180,R007,7-Jul-18
C0266,88,50,R003,22-Jan-18
C0125,91,0,R001,15-Sep-18
C0232,81,135,R007,14-Jun-18
C0280,60,80,R007,18-Jan-18
C0032,85,195,R007,18-Mar-18
C0076,99,0,R007,11-Jan-18
C0038,87,75,R007,18-Jan-18
C0039,88,50,R005,19-Oct-18
C0062,78,150,R003,29-Jun-18
C0107,77,0,R006,6-Apr-18
C0060,118,50,R001,11-Oct-18
